X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP,COG
24.11,136.5,0.97,0.01,2.36,2.09,1.51,13.94,15.01,-43.0,-1870.83,42.15,18.85
17.84,134.0,0.88,0.03,2.9,2.02,1.51,11.91,17.46,-40.0,-1462.73,68.77,20.39
22.94,139.0,1.06,0.01,2.65,2.02,1.51,14.99,16.35,-41.0,-1891.16,42.85,17.05
16.5,132.9,0.56,0.0,1.92,2.08,1.58,14.97,17.93,-40.0,-1195.99,53.09,14.09
23.7,139.9,0.51,0.01,2.8,2.01,1.51,15.0,16.39,-41.0,-1838.47,21.4,17.1
23.61,133.5,0.51,0.01,2.81,2.01,1.51,12.69,16.54,-41.0,-1739.46,32.51,19.94
19.0,137.1,1.03,0.01,3.67,2.01,1.51,14.96,16.67,-41.0,-1615.8,57.82,16.48
22.69,132.1,0.5,0.08,3.51,2.08,1.51,13.98,17.75,-40.0,-1489.44,12.68,17.92
17.96,139.2,0.8,0.01,3.2,2.02,1.52,14.99,16.84,-41.0,-1606.89,51.16,15.97
23.52,137.0,0.5,0.03,3.1,2.08,1.51,14.99,17.48,-40.0,-1713.76,12.09,14.58
17.76,125.8,0.95,0.01,1.51,2.02,1.52,10.71,12.82,-45.0,-1016.08,33.19,21.17
24.33,138.6,1.49,0.03,2.1,2.01,1.51,14.6,15.82,-41.0,-1985.53,56.75,19.01
18.6,124.8,1.23,0.08,2.42,2.01,1.51,10.04,11.15,-47.0,-1385.12,28.83,20.15
18.59,139.1,1.1,0.08,2.84,2.01,1.51,10.0,11.08,-47.0,-1440.44,31.21,19.91
16.37,135.7,0.87,0.01,3.73,2.02,1.51,11.84,16.93,-42.0,-1409.79,75.6,20.46
24.17,118.5,0.5,0.03,3.22,2.05,1.51,10.1,13.15,-44.0,-1555.01,32.38,21.12
23.69,138.3,0.75,0.02,2.98,2.01,1.51,14.81,17.43,-40.0,-1775.02,30.73,15.57
23.67,139.4,0.52,0.02,3.11,2.02,1.51,14.92,17.54,-40.0,-1719.54,13.19,14.92
19.18,128.0,1.49,0.01,2.92,2.01,1.51,14.61,16.3,-42.0,-1763.22,56.89,18.24
16.27,123.7,1.33,0.01,1.62,2.02,1.51,11.79,13.56,-45.0,-1047.26,39.81,20.03
15.64,130.9,0.82,0.02,3.5,2.09,1.52,13.96,15.0,-46.0,-1312.97,92.42,18.81
23.21,139.0,0.78,0.01,3.13,2.01,1.51,12.79,15.17,-43.0,-1681.69,35.68,20.28
18.04,137.5,0.97,0.04,1.62,2.07,1.57,14.75,17.04,-40.0,-1443.37,43.98,16.68
18.12,139.8,0.96,0.1,2.64,2.01,1.51,11.78,12.84,-47.0,-1415.6,38.43,18.93
16.39,137.4,1.03,0.02,3.54,2.09,1.51,14.97,17.24,-40.0,-1500.56,68.29,15.15
22.06,133.4,1.17,0.0,2.74,2.12,1.62,13.03,18.0,-40.0,-1759.51,56.82,19.25
23.7,138.5,0.51,0.01,2.81,2.01,1.51,15.0,16.55,-41.0,-1832.68,21.66,16.7
23.49,133.6,0.96,0.03,2.9,2.02,1.51,14.98,17.46,-40.0,-1818.38,39.82,14.51
23.61,139.3,0.59,0.01,2.97,2.02,1.52,13.17,17.07,-40.0,-1734.78,26.47,18.63
23.52,133.8,0.97,0.02,2.24,2.01,1.51,11.71,12.99,-46.0,-1797.62,45.25,19.04
23.94,138.6,1.46,0.03,2.31,2.09,1.59,14.51,15.82,-42.0,-1951.97,57.19,19.43
23.67,139.4,0.5,0.02,3.11,2.04,1.51,14.77,17.96,-40.0,-1705.92,12.34,15.15
15.9,138.3,1.14,0.01,2.54,2.02,1.52,15.0,17.15,-40.0,-1517.45,63.06,15.17
18.07,125.8,0.96,0.08,3.36,2.02,1.51,11.71,12.84,-47.0,-1418.0,49.66,18.92
24.1,126.5,0.59,0.06,2.36,2.03,1.51,15.0,16.44,-40.0,-1836.14,29.26,16.83
24.2,120.2,1.09,0.01,2.24,2.01,1.51,10.04,12.84,-46.0,-1774.92,53.7,21.13
16.15,132.6,0.6,0.01,2.83,2.01,1.51,11.39,12.97,-47.0,-1135.24,68.73,19.42
16.38,133.1,1.2,0.02,3.67,2.02,1.51,14.98,17.03,-41.0,-1584.78,62.23,15.44
17.65,124.7,0.5,0.0,2.77,2.03,1.53,11.39,12.88,-47.0,-1166.81,52.99,19.66
23.65,139.0,0.6,0.08,3.23,2.08,1.51,15.0,18.0,-40.0,-1595.05,14.63,13.8
17.74,123.6,0.96,0.01,2.24,2.04,1.51,11.71,12.84,-47.0,-1227.03,35.1,18.91
16.8,139.4,0.51,0.03,2.86,2.02,1.51,11.68,13.04,-47.0,-1196.8,62.46,19.03
15.47,130.9,1.23,0.01,3.51,2.08,1.51,13.98,15.01,-46.0,-1407.83,82.22,18.83
15.64,133.5,1.2,0.02,3.13,2.02,1.52,10.93,13.97,-47.0,-1339.96,73.37,20.01
16.32,131.8,0.97,0.01,3.73,2.02,1.51,15.0,16.93,-42.0,-1527.55,74.93,15.6
15.62,137.3,1.03,0.02,3.55,2.04,1.53,15.0,17.25,-41.0,-1523.56,76.14,15.01
16.63,139.0,0.8,0.01,3.18,2.02,1.51,15.0,16.93,-41.0,-1513.95,66.71,15.63
23.69,137.5,0.5,0.02,2.93,2.01,1.51,11.79,17.43,-40.0,-1641.09,35.0,20.36
15.03,137.3,1.03,0.01,3.55,2.02,1.52,15.0,17.25,-41.0,-1506.26,82.32,14.94
23.7,133.5,0.51,0.01,2.81,2.02,1.51,15.0,16.53,-41.0,-1824.3,22.3,16.55
24.4,121.5,0.79,0.01,2.77,2.01,1.51,14.93,16.48,-41.0,-1859.6,35.53,16.99
16.48,137.5,1.32,0.01,2.3,2.01,1.51,15.0,16.45,-40.0,-1560.83,61.8,16.75
23.61,139.4,0.59,0.01,2.75,2.02,1.51,12.71,15.15,-43.0,-1759.06,31.3,20.52
24.29,134.0,0.81,0.03,2.9,2.01,1.51,14.98,17.47,-40.0,-1808.72,36.17,14.54
24.08,137.3,0.6,0.01,2.36,2.01,1.51,15.0,17.78,-40.0,-1845.53,27.12,14.05
16.53,136.9,0.97,0.02,2.36,2.06,1.56,14.02,15.04,-44.0,-1352.89,58.66,19.03
24.1,118.9,0.5,0.01,3.23,2.01,1.51,11.89,12.94,-44.0,-1620.17,23.8,19.37
24.34,137.4,1.22,0.01,2.14,2.01,1.51,14.65,16.13,-41.0,-1967.24,52.45,18.32
23.69,138.5,0.84,0.02,2.98,2.02,1.52,15.0,17.43,-40.0,-1780.24,35.09,14.62
18.12,132.6,0.96,0.02,1.79,2.02,1.51,11.66,13.01,-46.0,-1221.03,32.39,19.14
22.89,139.4,0.5,0.0,3.21,2.08,1.58,12.89,14.55,-44.0,-1611.39,20.49,20.84
22.73,139.2,0.5,0.01,1.62,2.02,1.52,11.43,14.54,-43.0,-1618.12,52.86,19.81
16.47,139.1,0.53,0.03,2.85,2.01,1.51,11.78,12.9,-47.0,-1177.11,63.28,19.01
23.3,132.8,0.5,0.08,3.14,2.09,1.52,14.97,17.75,-40.0,-1694.51,11.95,14.3
24.76,137.7,0.98,0.03,2.09,2.01,1.51,13.6,15.14,-43.0,-1915.14,50.16,18.6
24.89,133.7,1.03,0.01,2.31,2.01,1.51,11.21,12.91,-46.0,-1871.79,52.26,20.05
18.12,133.8,0.74,0.1,2.64,2.01,1.51,11.71,12.84,-47.0,-1332.15,45.34,18.94
15.62,137.3,1.03,0.02,3.53,2.08,1.51,15.0,17.46,-40.0,-1485.6,76.88,14.56
15.72,137.4,0.96,0.01,2.23,2.01,1.51,11.65,13.02,-47.0,-1056.18,62.88,19.2
23.27,139.4,0.5,0.03,2.8,2.02,1.51,15.0,16.54,-41.0,-1803.1,23.75,16.47
24.02,124.2,1.03,0.0,1.33,2.02,1.51,11.79,12.82,-45.0,-1700.05,60.96,18.93
23.67,133.5,0.5,0.02,3.12,2.04,1.52,15.0,17.55,-40.0,-1745.88,12.86,14.47
23.54,139.7,0.51,0.03,3.08,2.09,1.51,12.9,17.88,-40.0,-1609.14,26.8,19.27
18.25,138.9,1.23,0.01,2.41,2.02,1.51,14.99,16.01,-42.0,-1635.88,53.38,17.76
23.65,139.0,0.5,0.08,3.32,2.06,1.51,14.97,17.93,-40.0,-1562.01,5.08,14.07
15.78,138.1,0.58,0.01,3.74,2.02,1.52,11.78,12.82,-47.0,-1264.96,88.45,18.85
15.64,130.9,1.13,0.02,3.75,2.08,1.51,13.43,15.0,-46.0,-1354.97,90.2,19.07
17.54,132.4,0.78,0.01,3.44,2.01,1.51,10.5,12.84,-47.0,-1364.34,63.7,21.12
16.27,124.2,1.1,0.01,1.62,2.02,1.51,11.79,13.72,-44.0,-975.02,43.16,20.32
16.32,131.8,0.97,0.01,3.82,2.02,1.51,15.0,16.8,-42.0,-1521.95,76.94,16.12
22.99,139.0,0.51,0.0,2.75,2.01,1.51,10.13,12.88,-46.0,-1625.39,42.22,21.18
23.02,139.0,0.5,0.07,3.37,2.08,1.51,14.97,17.96,-40.0,-1569.3,5.46,14.0
16.43,121.4,0.97,0.01,2.77,2.01,1.51,14.93,17.59,-40.0,-1486.14,62.42,14.59
24.79,133.6,0.94,0.01,2.23,2.01,1.51,11.79,13.45,-45.0,-1870.97,49.68,20.13
23.94,138.6,1.46,0.0,2.31,2.09,1.59,14.51,15.82,-41.0,-1933.4,57.28,19.24
23.2,139.6,0.5,0.01,3.12,2.02,1.52,12.72,14.53,-43.0,-1688.96,19.13,20.78
16.38,133.1,1.03,0.02,3.59,2.02,1.51,11.82,17.03,-41.0,-1422.49,77.7,20.35
18.83,139.1,0.51,0.0,3.48,2.01,1.51,13.6,16.75,-41.0,-1499.38,49.05,18.53
17.73,137.3,0.58,0.01,1.61,2.02,1.52,11.78,15.02,-42.0,-1072.62,41.02,20.57
24.16,130.9,1.2,0.02,2.28,2.02,1.51,13.96,15.0,-43.0,-1927.74,53.55,18.85
24.48,129.9,1.02,0.0,1.35,2.02,1.52,11.79,12.82,-45.0,-1771.0,60.54,18.93
22.32,139.7,0.99,0.01,1.71,2.01,1.51,11.71,12.82,-45.0,-1704.13,48.57,18.97
15.64,132.5,1.2,0.02,2.03,2.01,1.51,13.96,15.0,-44.0,-1251.22,61.93,18.85
24.11,136.5,0.97,0.03,2.12,2.11,1.51,13.94,15.01,-43.0,-1851.12,42.29,18.94
17.99,125.5,0.96,0.08,2.1,2.02,1.51,11.71,12.84,-46.0,-1235.25,33.2,18.94
24.11,139.1,1.23,0.01,2.31,2.06,1.56,14.99,16.01,-41.0,-1971.79,52.76,18.11
16.43,132.8,1.29,0.01,3.77,2.02,1.51,15.0,16.85,-42.0,-1589.51,62.88,15.89
15.6,134.0,0.96,0.02,2.24,2.01,1.51,11.86,15.78,-42.0,-1179.9,71.74,20.74
16.27,135.7,1.03,0.02,1.5,2.01,1.51,11.7,12.82,-45.0,-926.62,32.3,18.92
15.62,137.3,1.02,0.02,3.55,2.02,1.52,15.0,17.25,-41.0,-1521.77,76.38,15.0
24.01,132.5,0.78,0.01,2.73,2.01,1.51,13.63,16.2,-41.0,-1823.95,36.43,18.93
23.85,129.6,1.03,0.01,1.49,2.12,1.51,11.71,12.79,-45.0,-1721.12,57.97,19.05
18.11,138.3,1.09,0.0,1.58,2.06,1.54,10.05,12.9,-45.0,-1132.6,42.36,21.31
16.83,132.9,0.51,0.0,1.83,2.15,1.53,15.0,17.97,-40.0,-1130.84,58.34,13.61
16.45,126.1,0.99,0.0,2.24,2.01,1.51,14.89,17.88,-40.0,-1419.93,55.97,14.45
16.81,138.4,0.82,0.01,3.5,2.02,1.52,14.9,16.01,-43.0,-1517.65,72.86,17.98
21.11,139.9,0.5,0.02,3.33,2.05,1.51,14.83,17.99,-40.0,-1656.89,17.11,14.74
24.13,139.3,1.21,0.0,2.23,2.02,1.52,14.96,16.01,-41.0,-1953.47,50.22,18.05
24.08,137.3,0.59,0.01,2.36,2.09,1.59,14.49,17.78,-40.0,-1821.86,29.28,16.75
16.52,138.8,1.46,0.03,2.73,2.01,1.51,14.59,15.95,-42.0,-1598.96,62.12,18.73
16.76,139.6,1.03,0.08,1.62,2.01,1.51,10.1,17.13,-40.0,-1087.51,70.45,20.88
16.27,135.6,0.99,0.02,1.45,2.01,1.51,11.8,16.36,-40.0,-1032.79,55.48,20.51
23.52,139.7,0.96,0.02,2.24,2.01,1.51,11.78,12.99,-46.0,-1808.63,45.97,19.39
22.84,134.0,0.5,0.03,3.16,2.02,1.51,15.0,17.25,-40.0,-1731.29,15.69,14.96
18.07,138.4,1.23,0.01,3.6,2.06,1.56,14.78,16.01,-43.0,-1604.72,60.26,18.4
23.54,133.4,0.5,0.03,3.14,2.02,1.51,12.93,14.59,-43.0,-1673.01,19.4,20.58
16.59,128.8,1.33,0.01,1.63,2.02,1.51,11.79,12.82,-46.0,-1084.3,35.97,19.0
23.34,139.0,0.5,0.03,2.94,2.03,1.53,15.0,17.98,-40.0,-1780.72,16.75,13.69
23.55,133.3,0.52,0.05,3.14,2.01,1.51,13.43,14.59,-43.0,-1679.0,20.67,19.74
23.61,125.8,0.5,0.08,3.33,2.02,1.52,11.64,12.84,-43.0,-1554.19,29.25,19.04
18.83,139.4,0.98,0.01,3.51,2.01,1.51,13.09,16.69,-41.0,-1579.21,59.79,18.95
17.84,137.5,0.51,0.01,2.65,2.09,1.59,11.79,12.9,-46.0,-1250.3,48.24,19.1
17.59,131.3,1.2,0.02,1.25,2.01,1.51,13.96,15.0,-41.0,-1224.68,43.6,18.87
22.06,133.4,1.2,0.0,2.74,2.03,1.53,15.0,18.0,-40.0,-1858.63,45.77,13.62
18.07,138.4,0.96,0.01,2.23,2.02,1.51,11.47,15.23,-44.0,-1391.81,58.03,19.99
17.91,137.5,1.51,0.01,1.9,2.01,1.51,11.79,12.9,-47.0,-1407.02,44.3,19.1
23.05,124.7,0.5,0.0,2.75,2.01,1.51,11.39,12.94,-46.0,-1618.0,35.72,19.46
24.08,119.7,0.59,0.0,3.05,2.06,1.56,10.21,12.94,-46.0,-1592.06,36.79,21.26
23.66,139.5,0.5,0.08,3.32,2.09,1.51,14.99,17.74,-40.0,-1539.86,3.67,14.34
24.14,138.5,0.5,0.01,3.23,2.01,1.51,14.99,16.01,-40.0,-1642.67,25.69,18.0
16.8,139.9,0.56,0.03,2.89,2.02,1.51,14.79,15.97,-42.0,-1417.33,67.96,18.26
16.39,132.9,0.99,0.0,1.83,2.01,1.51,14.92,17.93,-40.0,-1343.1,50.01,13.96
23.19,139.4,0.5,0.03,3.17,2.09,1.59,12.83,14.55,-43.0,-1662.28,20.1,20.87
23.6,139.4,0.59,0.02,2.75,2.1,1.6,13.03,15.15,-43.0,-1782.27,31.49,20.15
15.62,139.3,1.23,0.0,2.23,2.1,1.52,14.96,16.36,-40.0,-1374.51,59.83,17.14
17.96,139.3,0.77,0.01,3.19,2.01,1.51,14.99,16.84,-41.0,-1600.59,51.88,15.93
17.99,122.9,0.98,0.01,2.8,2.02,1.51,15.0,16.54,-41.0,-1585.15,55.58,16.41
18.07,125.4,0.96,0.02,3.87,2.02,1.51,11.59,12.84,-47.0,-1372.06,66.2,19.4
24.76,138.6,1.27,0.0,2.34,2.01,1.51,14.61,15.82,-41.0,-1965.82,56.34,18.94
23.69,133.3,0.5,0.02,3.06,2.01,1.51,15.0,17.51,-40.0,-1763.49,14.45,14.51
23.66,139.0,0.53,0.04,3.14,2.08,1.51,15.0,17.48,-40.0,-1689.3,10.33,14.57
15.06,138.9,1.23,0.01,2.25,2.02,1.51,14.99,16.01,-42.0,-1360.67,65.35,17.87
16.47,140.0,0.53,0.01,2.86,2.01,1.51,11.68,12.83,-47.0,-1166.94,63.38,18.83
22.06,130.1,1.13,0.0,2.74,2.01,1.51,11.53,12.82,-46.0,-1689.77,37.38,19.52
22.32,139.5,0.99,0.03,1.48,2.01,1.51,11.25,12.82,-45.0,-1646.55,55.37,19.87
15.64,130.9,1.22,0.02,3.32,2.05,1.51,13.96,15.0,-46.0,-1427.36,77.16,18.85
15.67,132.5,1.2,0.02,2.03,2.01,1.51,10.7,12.93,-47.0,-1045.43,52.18,20.9
16.34,139.3,0.77,0.0,3.19,2.01,1.51,14.99,16.84,-40.0,-1475.98,74.6,15.84
23.52,133.8,0.98,0.02,2.24,2.01,1.51,11.65,12.93,-46.0,-1800.23,45.13,19.18
24.08,137.3,0.6,0.01,2.36,2.01,1.51,15.0,16.92,-40.0,-1880.98,27.72,15.72
18.07,138.3,1.24,0.01,2.23,2.02,1.51,11.49,13.02,-47.0,-1425.19,42.7,19.34
18.82,133.1,0.98,0.01,1.85,2.13,1.53,15.0,17.91,-40.0,-1532.22,39.56,13.71
17.74,126.0,0.96,0.01,2.24,2.02,1.52,11.71,12.82,-47.0,-1254.66,34.42,18.95
23.65,139.0,0.97,0.01,2.8,2.01,1.51,14.93,16.53,-40.0,-1877.55,41.0,16.94
22.44,135.5,1.03,0.03,2.85,2.02,1.51,14.92,16.2,-41.0,-1835.63,40.79,17.52
24.89,133.8,0.99,0.01,2.32,2.01,1.51,14.93,16.45,-41.0,-1948.24,46.57,17.08
23.66,139.2,0.53,0.04,3.14,2.02,1.51,14.98,17.48,-40.0,-1718.28,14.22,14.65
16.51,138.1,0.81,0.01,3.49,2.02,1.52,11.78,12.82,-47.0,-1355.78,73.41,18.93
24.05,118.3,0.5,0.01,2.86,2.01,1.51,14.94,16.56,-41.0,-1791.48,21.54,16.7
15.62,137.3,1.02,0.02,3.56,2.02,1.51,13.65,17.25,-41.0,-1465.13,78.0,18.44
23.66,139.6,0.5,0.01,3.32,2.09,1.51,14.99,17.74,-40.0,-1568.07,5.2,14.33
22.31,124.7,0.52,0.01,2.75,2.01,1.51,11.69,12.82,-45.0,-1616.65,36.36,18.85
23.07,139.0,0.96,0.03,2.72,2.05,1.51,11.83,13.0,-46.0,-1749.72,38.36,19.51
17.76,125.5,0.95,0.01,1.47,2.04,1.52,11.78,12.82,-45.0,-1010.2,30.0,18.95
24.08,125.4,0.6,0.01,2.36,2.01,1.51,15.0,17.78,-40.0,-1832.24,25.72,13.97
23.39,138.8,0.5,0.1,3.37,2.08,1.51,13.94,15.0,-40.0,-1524.64,23.0,18.83
17.96,139.3,0.8,0.01,1.69,2.02,1.52,14.99,16.84,-40.0,-1413.21,40.41,15.84
23.19,139.6,0.5,0.0,3.12,2.1,1.6,12.84,14.53,-44.0,-1625.93,21.09,21.05
17.74,137.5,1.11,0.01,1.62,2.01,1.51,11.78,12.9,-46.0,-1195.51,32.65,19.12
24.08,119.7,0.5,0.0,3.23,2.06,1.56,10.13,16.36,-43.0,-1469.8,33.09,21.03
18.57,128.2,0.82,0.03,2.14,2.01,1.51,15.0,16.21,-41.0,-1509.72,48.95,17.3
16.4,124.7,0.5,0.05,2.75,2.01,1.51,11.39,12.99,-47.0,-1059.41,62.12,19.51
16.19,139.3,0.73,0.01,3.19,2.11,1.52,14.99,17.75,-40.0,-1435.28,72.38,14.05
18.07,125.8,0.96,0.0,2.23,2.02,1.51,11.68,12.86,-46.0,-1274.07,34.93,19.02
16.38,130.0,1.03,0.02,1.35,2.01,1.51,11.79,12.82,-45.0,-885.23,24.95,19.04
16.36,132.8,1.42,0.01,3.77,2.02,1.51,14.99,16.82,-41.0,-1586.82,66.68,16.04
15.62,137.3,1.18,0.02,2.76,2.02,1.52,12.72,17.25,-40.0,-1437.98,79.24,19.81
17.87,125.5,1.21,0.01,3.69,2.08,1.58,11.93,16.85,-41.0,-1497.89,77.46,20.67
24.89,133.6,1.0,0.01,2.29,2.01,1.51,14.93,16.43,-41.0,-1956.75,46.56,17.12
23.6,139.4,1.01,0.02,2.75,2.1,1.6,13.03,15.27,-43.0,-1818.73,46.08,20.06
24.07,121.5,0.63,0.01,2.94,2.01,1.51,14.93,16.2,-42.0,-1805.55,24.47,17.61
18.06,133.9,0.78,0.02,2.24,2.01,1.51,11.68,12.99,-46.0,-1283.08,36.5,19.1
24.95,137.4,0.6,0.02,2.9,2.01,1.51,11.52,12.81,-44.0,-1719.7,30.71,19.6
22.32,139.7,1.34,0.01,2.14,2.01,1.51,11.71,16.99,-40.0,-1745.03,69.58,20.32
24.87,132.1,1.2,0.02,2.15,2.02,1.52,13.83,15.0,-43.0,-1949.73,57.61,18.65
15.96,134.8,0.97,0.01,3.73,2.02,1.51,15.0,16.93,-42.0,-1534.6,77.79,15.62
17.96,139.2,0.8,0.02,3.2,2.02,1.52,14.99,16.91,-41.0,-1617.16,50.01,15.78
16.27,133.3,1.03,0.02,1.63,2.03,1.53,11.79,17.89,-40.0,-1118.09,66.34,20.43
15.49,137.9,0.95,0.01,2.93,2.01,1.51,11.64,15.14,-46.0,-1299.69,84.29,20.17
24.08,120.1,0.5,0.0,3.23,2.06,1.56,10.44,14.4,-45.0,-1522.31,30.65,20.99
23.03,139.0,0.5,0.03,3.44,2.08,1.51,14.97,17.99,-40.0,-1536.85,7.06,14.11
16.24,124.2,1.33,0.01,1.62,2.02,1.51,11.79,14.89,-43.0,-1113.1,58.27,20.58
18.12,132.9,0.99,0.01,2.03,2.01,1.51,15.0,17.89,-40.0,-1540.97,49.56,13.66
24.45,138.3,0.5,0.02,2.98,2.01,1.51,14.92,17.48,-40.0,-1771.31,16.58,14.96
24.81,138.6,1.5,0.03,2.1,2.01,1.51,14.61,15.82,-41.0,-1986.28,58.34,19.07
17.84,137.6,0.96,0.03,1.62,2.01,1.51,11.79,12.9,-45.0,-1161.67,27.78,19.23
16.57,139.4,1.07,0.0,3.49,2.03,1.53,15.0,16.73,-41.0,-1545.57,65.66,16.11
18.06,137.1,0.58,0.02,1.6,2.01,1.51,11.78,12.84,-45.0,-1056.57,39.45,19.02
24.12,121.8,0.51,0.01,2.77,2.01,1.51,15.0,17.64,-40.0,-1802.59,19.7,14.17
15.72,137.4,1.23,0.01,3.6,2.02,1.52,14.84,16.01,-44.0,-1542.55,72.43,18.16
17.09,139.6,0.51,0.02,1.45,2.01,1.51,11.82,13.16,-44.0,-921.5,35.66,19.74
16.06,139.0,0.95,0.03,2.72,2.01,1.51,13.58,15.05,-45.0,-1375.35,71.08,18.56
16.37,132.3,0.95,0.02,3.72,2.08,1.51,15.0,16.09,-43.0,-1443.66,82.06,17.63
15.78,133.5,0.59,0.01,3.75,2.01,1.51,14.73,16.01,-44.0,-1405.1,90.92,18.48
18.59,139.1,1.1,0.08,2.98,2.04,1.51,10.06,15.98,-43.0,-1449.72,63.45,20.8
16.43,132.7,1.29,0.08,3.76,2.02,1.51,15.0,16.85,-41.0,-1561.71,64.11,15.85
18.31,125.2,0.98,0.0,1.68,2.02,1.51,11.38,12.94,-45.0,-1157.76,34.23,19.58
18.03,138.4,0.51,0.01,2.23,2.02,1.51,11.49,17.91,-40.0,-1278.21,46.23,19.88
15.78,137.6,0.58,0.01,3.88,2.02,1.52,11.79,12.82,-47.0,-1266.94,91.6,19.11
17.92,137.2,1.11,0.01,1.62,2.01,1.51,11.78,12.9,-46.0,-1203.95,32.87,19.22
15.92,131.0,0.53,0.04,3.14,2.1,1.51,14.99,17.48,-40.0,-1328.55,78.88,14.52
17.8,123.6,0.99,0.01,3.22,2.02,1.51,11.71,12.82,-47.0,-1431.64,48.44,18.87
16.06,137.7,0.95,0.03,2.72,2.01,1.51,13.59,15.14,-45.0,-1367.62,71.69,18.51
17.83,137.3,0.58,0.01,1.61,2.02,1.52,11.79,12.82,-45.0,-1026.34,35.12,18.99
24.05,120.2,0.5,0.08,3.12,2.02,1.51,11.78,12.83,-44.0,-1638.16,25.72,19.02
24.76,138.4,1.55,0.01,1.82,2.02,1.51,14.61,15.82,-41.0,-2007.93,55.65,18.97
22.97,131.8,0.97,0.01,2.73,2.02,1.51,15.0,16.88,-40.0,-1878.66,40.01,15.73
23.76,139.5,0.5,0.08,3.3,2.01,1.51,14.99,16.83,-40.0,-1613.37,18.99,16.13
16.56,133.1,1.07,0.02,1.83,2.13,1.53,14.96,17.97,-40.0,-1328.76,45.67,13.98
24.86,138.6,0.82,0.03,1.97,2.02,1.51,14.75,15.81,-41.0,-1907.89,41.72,18.72
24.75,138.6,1.29,0.03,2.05,2.01,1.51,14.61,15.82,-41.0,-1967.28,55.54,19.06
24.76,140.0,1.35,0.0,1.83,2.04,1.51,14.61,17.9,-40.0,-1880.15,54.3,15.86
15.76,138.3,1.28,0.01,3.44,2.01,1.51,15.0,17.33,-40.0,-1609.37,65.32,14.68
23.69,138.3,0.51,0.1,2.98,2.01,1.51,15.0,17.52,-40.0,-1739.95,15.43,14.56
17.54,132.4,0.78,0.01,3.09,2.01,1.51,13.1,15.16,-45.0,-1461.17,62.18,19.8
23.37,138.9,0.96,0.01,2.66,2.05,1.55,14.95,17.13,-40.0,-1900.55,40.03,15.57
18.2,139.7,1.29,0.01,3.56,2.02,1.51,14.84,16.85,-41.0,-1629.78,61.99,16.59
16.27,133.5,1.33,0.01,1.62,2.02,1.51,11.79,12.82,-46.0,-1029.0,34.07,18.86
16.06,139.0,0.97,0.03,2.7,2.01,1.51,13.57,14.99,-45.0,-1373.38,70.36,18.71
22.94,138.9,0.96,0.01,2.65,2.06,1.55,14.95,16.35,-41.0,-1869.35,38.88,17.31
23.4,138.2,0.51,0.02,2.23,2.01,1.51,14.94,17.87,-40.0,-1795.53,27.91,14.23
15.96,130.9,1.04,0.01,3.76,2.02,1.51,15.0,16.65,-42.0,-1531.12,77.74,16.33
24.87,132.1,0.5,0.02,3.1,2.02,1.52,13.95,15.0,-41.0,-1705.42,26.27,18.9
24.71,138.6,1.51,0.03,2.1,2.01,1.51,14.61,15.82,-41.0,-2010.39,57.85,18.84
15.72,137.4,1.23,0.01,3.6,2.02,1.52,14.61,16.01,-44.0,-1541.91,72.19,18.69
17.71,139.6,0.95,0.04,1.58,2.01,1.51,11.91,16.68,-40.0,-1259.86,57.57,20.53
24.08,121.5,0.94,0.01,2.77,2.01,1.51,14.93,17.79,-40.0,-1850.9,40.32,14.28
16.2,139.9,0.53,0.02,2.91,2.01,1.51,11.78,12.9,-47.0,-1165.4,66.7,19.2
15.76,138.3,1.14,0.08,3.48,2.01,1.51,11.23,13.21,-47.0,-1346.42,75.39,19.59
16.27,130.0,0.9,0.0,1.5,2.01,1.51,11.27,12.82,-45.0,-850.8,31.69,19.94
16.51,137.7,0.82,0.01,3.5,2.06,1.56,14.99,16.01,-44.0,-1482.21,77.28,18.0
16.27,124.2,1.33,0.01,2.74,2.02,1.52,11.79,12.82,-47.0,-1354.41,49.43,18.8
24.47,138.5,1.5,0.03,2.1,2.01,1.51,14.61,15.82,-41.0,-1981.44,57.49,19.04
16.82,133.1,1.07,0.0,1.83,2.03,1.53,15.0,18.0,-40.0,-1407.9,48.39,13.52
16.06,132.1,0.97,0.02,2.74,2.01,1.51,13.58,15.0,-45.0,-1365.47,72.04,18.67
24.76,138.8,1.0,0.01,1.82,2.02,1.51,14.61,15.82,-41.0,-1955.04,48.29,18.9
18.07,138.5,0.51,0.01,3.31,2.02,1.51,11.49,13.02,-47.0,-1352.14,63.01,19.25
18.07,137.7,0.83,0.21,2.23,2.02,1.51,11.85,13.02,-46.0,-1262.84,36.67,19.38
24.54,138.4,1.71,0.01,1.82,2.01,1.51,11.85,17.74,-40.0,-1750.32,70.5,20.5
15.78,138.1,0.58,0.01,3.67,2.02,1.52,11.73,12.82,-47.0,-1253.38,86.9,18.91
24.41,138.3,0.5,0.01,3.18,2.01,1.51,15.0,17.3,-40.0,-1675.96,16.48,15.15
17.76,123.6,0.99,0.02,3.87,2.01,1.51,11.71,12.82,-47.0,-1383.84,65.51,19.09
24.87,138.6,1.07,0.0,1.97,2.12,1.51,14.75,15.81,-41.0,-1885.75,48.12,18.61
